date,team,rating
2013-10-06,Raja de Beni Mellal,1389
2013-10-06,Youssoufia Berrechid,1398
2013-10-06,USM Union sportive Musilman Oujda,1384
2013-10-06,Chabab Kasba Tadla,1377
2013-10-06,Chabab Houara,1380
2013-10-07,Difaa Hassani El Jadidi,1545
2013-10-07,Maghreb de Fes,1579
2013-10-13,AS Sale,1471
2013-10-13,Fath Union Sport de Rabat,1567
2013-10-23,Wydad Athletic Club,1586
2013-10-23,Fath Union Sport de Rabat,1552
2013-10-25,Olympique Club De Khouribga,1525
2013-10-25,Wydad de Fes,1453
2013-10-26,Renaissance de Berkane,1486
2013-10-26,Chabab Rif Al Hoceima,1500
2013-10-26,Racing Casablanca,1392
2013-10-26,Mouloudia Oujda,1423
2013-10-26,Chabab Atlas Khenifra,1375
2013-10-26,Chabab Kasba Tadla,1378
2013-10-27,Kawkab Athletic Club Marrakech,1559
2013-10-27,Kenitra AC,1454
2013-10-27,Moghreb Tetouan,1704
2013-10-27,Difaa Hassani El Jadidi,1554
2013-10-27,Raja Club Athletic,1726
2013-10-27,FAR Rabat,1629
2013-10-27,Olympique Club de Safi,1476
2013-10-27,AS Sale,1475
2013-10-27,Maghreb de Fes,1561
2013-10-27,Wydad Athletic Club,1604
2013-10-27,Itihad Zemmouri de Khemisset,1411
2013-10-27,Youssoufia Berrechid,1395
2013-10-27,Jeunesse Sportive El Massira,1393
2013-10-27,Rachad Bernoussi,1388
2013-10-27,USM Mohammedia,1420
2013-10-27,Ittihad Tanger,1365
2013-10-27,Raja de Beni Mellal,1389
2013-10-27,CODM Meknes,1431
2013-10-27,Chabab Houara,1380
2013-10-27,USM Ait Melloul,1433
2013-10-27,USM Union sportive Musilman Oujda,1383
2013-10-27,US Temara,1367
2013-10-28,Fath Union Sport de Rabat,1547
2013-10-28,Hassania Union Sport Agadir,1518
2013-11-01,FAR Rabat,1620
2013-11-01,Renaissance de Berkane,1494
2013-11-02,Kawkab Athletic Club Marrakech,1555
2013-11-02,Fath Union Sport de Rabat,1551
2013-11-02,AS Sale,1473
2013-11-02,Olympique Club De Khouribga,1527
2013-11-02,Wydad Athletic Club,1604
2013-11-02,Moghreb Tetouan,1704
2013-11-03,Kenitra AC,1466
2013-11-03,Chabab Rif Al Hoceima,1488
2013-11-03,Difaa Hassani El Jadidi,1547
2013-11-03,Olympique Club de Safi,1482
2013-11-03,Hassania Union Sport Agadir,1530
2013-11-03,Maghreb de Fes,1549
2013-11-03,Wydad de Fes,1445
2013-11-03,Raja Club Athletic,1733
2013-11-03,CODM Meknes,1436
2013-11-03,Jeunesse Sportive El Massira,1388
2013-11-03,Ittihad Tanger,1364
2013-11-03,Racing Casablanca,1393
2013-11-03,Rachad Bernoussi,1392
2013-11-03,USM Mohammedia,1417
2013-11-03,Youssoufia Berrechid,1398
2013-11-03,Chabab Houara,1377
2013-11-03,USM Union sportive Musilman Oujda,1377
2013-11-03,Itihad Zemmouri de Khemisset,1416
2013-11-03,USM Ait Melloul,1423
2013-11-03,Chabab Atlas Khenifra,1385
2013-11-03,Chabab Kasba Tadla,1377
2013-11-03,Raja de Beni Mellal,1390
2013-11-03,US Temara,1367
2013-11-03,Mouloudia Oujda,1423
2013-11-08,Maghreb de Fes,1546
2013-11-08,Kawkab Athletic Club Marrakech,1558
2013-11-09,Fath Union Sport de Rabat,1544
2013-11-09,Kenitra AC,1473
2013-11-09,Olympique Club de Safi,1482
2013-11-09,Wydad Athletic Club,1604
2013-11-09,Renaissance de Berkane,1507
2013-11-09,Wydad de Fes,1433
2013-11-09,Raja Club Athletic,1736
2013-11-09,AS Sale,1470
2013-11-09,Racing Casablanca,1396
2013-11-09,Rachad Bernoussi,1389
2013-11-09,Chabab Atlas Khenifra,1384
2013-11-09,Youssoufia Berrechid,1399
2013-11-10,Moghreb Tetouan,1695
2013-11-10,Hassania Union Sport Agadir,1539
2013-11-10,Olympique Club De Khouribga,1524
2013-11-10,Difaa Hassani El Jadidi,1550
2013-11-10,Chabab Rif Al Hoceima,1504
2013-11-10,FAR Rabat,1605
2013-11-10,Itihad Zemmouri de Khemisset,1418
2013-11-10,US Temara,1365
2013-11-10,Jeunesse Sportive El Massira,1379
2013-11-10,Chabab Kasba Tadla,1386
2013-11-10,USM Mohammedia,1408
2013-11-10,CODM Meknes,1445
2013-11-10,Raja de Beni Mellal,1397
2013-11-10,USM Ait Melloul,1417
2013-11-10,Chabab Houara,1380
2013-11-10,USM Union sportive Musilman Oujda,1374
2013-11-10,Mouloudia Oujda,1416
2013-11-10,Ittihad Tanger,1371
2013-11-15,Wydad de Fes,1432
2013-11-15,Chabab Rif Al Hoceima,1505
2013-11-16,Hassania Union Sport Agadir,1547
2013-11-16,Olympique Club de Safi,1474
2013-11-17,Kawkab Athletic Club Marrakech,1574
2013-11-17,Moghreb Tetouan,1680
2013-11-17,AS Sale,1453
2013-11-17,Renaissance de Berkane,1523
2013-11-17,Kenitra AC,1474
2013-11-17,FAR Rabat,1604
2013-11-17,Wydad Athletic Club,1615
2013-11-17,Olympique Club De Khouribga,1513
2013-11-17,CODM Meknes,1447
2013-11-17,Racing Casablanca,1394
2013-11-17,Itihad Zemmouri de Khemisset,1422
2013-11-17,Chabab Houara,1376
2013-11-17,Rachad Bernoussi,1388
2013-11-17,Mouloudia Oujda,1417
2013-11-17,Youssoufia Berrechid,1404
2013-11-17,Raja de Beni Mellal,1392
2013-11-17,USM Union sportive Musilman Oujda,1364
2013-11-17,Chabab Atlas Khenifra,1394
2013-11-17,USM Ait Melloul,1416
2013-11-17,Jeunesse Sportive El Massira,1380
2013-11-17,Chabab Kasba Tadla,1385
2013-11-17,USM Mohammedia,1409
2013-11-17,US Temara,1368
2013-11-17,Ittihad Tanger,1368
2013-11-20,Fath Union Sport de Rabat,1563
2013-11-20,Maghreb de Fes,1529
2013-11-22,Chabab Rif Al Hoceima,1513
2013-11-22,AS Sale,1445
2013-11-23,FAR Rabat,1580
2013-11-23,Wydad de Fes,1456
2013-11-23,Olympique Club de Safi,1489
2013-11-23,Kawkab Athletic Club Marrakech,1560
2013-11-23,Olympique Club De Khouribga,1511
2013-11-23,Hassania Union Sport Agadir,1549
2013-11-23,Mouloudia Oujda,1421
2013-11-23,CODM Meknes,1444
2013-11-23,Racing Casablanca,1393
2013-11-23,Chabab Kasba Tadla,1386
2013-11-23,Chabab Atlas Khenifra,1397
2013-11-23,Itihad Zemmouri de Khemisset,1419
2013-11-24,Renaissance de Berkane,1520
2013-11-24,Difaa Hassani El Jadidi,1552
2013-11-24,Raja Club Athletic,1728
2013-11-24,Wydad Athletic Club,1623
2013-11-24,Maghreb de Fes,1508
2013-11-24,Kenitra AC,1494
2013-11-24,Ittihad Tanger,1362
2013-11-24,Rachad Bernoussi,1394
2013-11-24,Jeunesse Sportive El Massira,1374
2013-11-24,Youssoufia Berrechid,1409
2013-11-24,USM Mohammedia,1408
2013-11-24,USM Ait Melloul,1417
2013-11-24,Raja de Beni Mellal,1398
2013-11-24,USM Union sportive Musilman Oujda,1359
2013-11-24,Chabab Houara,1370
2013-11-24,US Temara,1374
2013-11-25,Moghreb Tetouan,1672
2013-11-25,Fath Union Sport de Rabat,1571
2013-11-28,Difaa Hassani El Jadidi,1570
2013-11-28,Raja Club Athletic,1711
2013-11-29,Wydad Athletic Club,1630
2013-11-29,Renaissance de Berkane,1514
2013-11-30,AS Sale,1432
2013-11-30,FAR Rabat,1592
2013-11-30,Fath Union Sport de Rabat,1578
2013-11-30,Olympique Club de Safi,1482
2013-11-30,CODM Meknes,1442
2013-11-30,Ittihad Tanger,1364
2013-11-30,US Temara,1377
2013-11-30,Rachad Bernoussi,1391
2013-12-01,Kawkab Athletic Club Marrakech,1554
2013-12-01,Olympique Club De Khouribga,1516
2013-12-01,Kenitra AC,1503
2013-12-01,Wydad de Fes,1447
2013-12-01,Maghreb de Fes,1510
2013-12-01,Moghreb Tetouan,1670
2013-12-01,Itihad Zemmouri de Khemisset,1418
2013-12-01,Raja de Beni Mellal,1399
2013-12-01,Youssoufia Berrechid,1403
2013-12-01,USM Mohammedia,1414
2013-12-01,Chabab Houara,1369
2013-12-01,Chabab Atlas Khenifra,1398
2013-12-01,USM Union sportive Musilman Oujda,1358
2013-12-01,Jeunesse Sportive El Massira,1375
2013-12-01,USM Ait Melloul,1420
2013-12-01,Racing Casablanca,1390
2013-12-01,Chabab Kasba Tadla,1386
2013-12-01,Mouloudia Oujda,1421
2013-12-02,Difaa Hassani El Jadidi,1578
2013-12-02,Chabab Rif Al Hoceima,1505
2013-12-03,Hassania Union Sport Agadir,1566
2013-12-03,Raja Club Athletic,1695
2013-12-06,Olympique Club de Safi,1479
2013-12-06,Maghreb de Fes,1512
2013-12-07,Moghreb Tetouan,1661
2013-12-07,Kenitra AC,1512
2013-12-07,Wydad de Fes,1457
2013-12-07,AS Sale,1423
2013-12-07,Mouloudia Oujda,1420
2013-12-07,USM Ait Melloul,1421
2013-12-07,Racing Casablanca,1389
2013-12-07,Youssoufia Berrechid,1404
2013-12-07,Chabab Atlas Khenifra,1402
2013-12-07,US Temara,1373
2013-12-08,Renaissance de Berkane,1526
2013-12-08,Hassania Union Sport Agadir,1554
2013-12-08,Chabab Rif Al Hoceima,1529
2013-12-08,Wydad Athletic Club,1608
2013-12-08,FAR Rabat,1602
2013-12-08,Difaa Hassani El Jadidi,1569
2013-12-08,Olympique Club De Khouribga,1515
2013-12-08,Fath Union Sport de Rabat,1579
2013-12-08,Ittihad Tanger,1363
2013-12-08,Chabab Kasba Tadla,1387
2013-12-08,Jeunesse Sportive El Massira,1379
2013-12-08,Itihad Zemmouri de Khemisset,1414
2013-12-08,USM Mohammedia,1416
2013-12-08,USM Union sportive Musilman Oujda,1356
2013-12-08,Rachad Bernoussi,1386
2013-12-08,CODM Meknes,1447
2013-12-08,Raja de Beni Mellal,1404
2013-12-08,Chabab Houara,1364
2013-12-13,Kenitra AC,1505
2013-12-13,AS Sale,1430
2013-12-15,Kawkab Athletic Club Marrakech,1549
2013-12-15,Renaissance de Berkane,1531
2013-12-15,Wydad Athletic Club,1618
2013-12-15,FAR Rabat,1592
2013-12-15,Difaa Hassani El Jadidi,1580
2013-12-15,Wydad de Fes,1446
2013-12-15,Moghreb Tetouan,1665
2013-12-15,Olympique Club de Safi,1475
2013-12-15,Itihad Zemmouri de Khemisset,1413
2013-12-15,USM Mohammedia,1417
2013-12-15,Youssoufia Berrechid,1403
2013-12-15,Mouloudia Oujda,1421
2013-12-15,Chabab Houara,1363
2013-12-15,Jeunesse Sportive El Massira,1380
2013-12-15,USM Union sportive Musilman Oujda,1360
2013-12-15,Racing Casablanca,1386
2013-12-15,Chabab Atlas Khenifra,1407
2013-12-15,Raja de Beni Mellal,1399
2013-12-15,USM Ait Melloul,1419
2013-12-15,Ittihad Tanger,1365
2013-12-15,Chabab Kasba Tadla,1390
2013-12-15,Rachad Bernoussi,1383
2013-12-15,US Temara,1377
2013-12-15,CODM Meknes,1443
2013-12-16,Maghreb de Fes,1528
2013-12-16,Olympique Club De Khouribga,1500
2013-12-21,Chabab Rif Al Hoceima,1511
2013-12-21,Kawkab Athletic Club Marrakech,1566
2013-12-21,Mouloudia Oujda,1419
2013-12-21,USM Union sportive Musilman Oujda,1362
2013-12-22,AS Sale,1447
2013-12-22,Difaa Hassani El Jadidi,1564
2013-12-22,Renaissance de Berkane,1529
2013-12-22,Fath Union Sport de Rabat,1581
2013-12-22,FAR Rabat,1608
2013-12-22,Hassania Union Sport Agadir,1539
2013-12-22,Kenitra AC,1500
2013-12-22,Olympique Club de Safi,1480
2013-12-22,CODM Meknes,1436
2013-12-22,Chabab Kasba Tadla,1396
2013-12-22,Ittihad Tanger,1369
2013-12-22,Youssoufia Berrechid,1399
2013-12-22,Jeunesse Sportive El Massira,1385
2013-12-22,Chabab Atlas Khenifra,1402
2013-12-22,USM Mohammedia,1410
2013-12-22,Chabab Houara,1369
2013-12-22,Rachad Bernoussi,1387
2013-12-22,USM Ait Melloul,1415
2013-12-22,Raja de Beni Mellal,1393
2013-12-22,US Temara,1383
2013-12-22,Racing Casablanca,1380
2013-12-22,Itihad Zemmouri de Khemisset,1418
2013-12-23,Olympique Club De Khouribga,1488
2013-12-23,Moghreb Tetouan,1676
2013-12-23,Wydad de Fes,1429
2013-12-23,Wydad Athletic Club,1634
2013-12-27,Fath Union Sport de Rabat,1593
2013-12-27,Chabab Rif Al Hoceima,1500
2013-12-28,Moghreb Tetouan,1687
2013-12-28,Raja Club Athletic,1684
2013-12-28,Hassania Union Sport Agadir,1545
2013-12-28,Wydad de Fes,1423
2013-12-28,Maghreb de Fes,1495
2013-12-28,Renaissance de Berkane,1560
2013-12-28,Itihad Zemmouri de Khemisset,1423
2013-12-28,Mouloudia Oujda,1414
2013-12-28,Chabab Atlas Khenifra,1401
2013-12-28,USM Mohammedia,1411
2013-12-28,US Temara,1386
2013-12-28,Chabab Kasba Tadla,1393
2013-12-29,Difaa Hassani El Jadidi,1572
2013-12-29,Kenitra AC,1492
2013-12-29,Olympique Club de Safi,1496
2013-12-29,Olympique Club De Khouribga,1473
2013-12-29,Kawkab Athletic Club Marrakech,1578
2013-12-29,FAR Rabat,1596
2013-12-29,Wydad Athletic Club,1624
2013-12-29,AS Sale,1456
2013-12-29,Raja de Beni Mellal,1387
2013-12-29,Jeunesse Sportive El Massira,1391
2013-12-29,Youssoufia Berrechid,1393
2013-12-29,Rachad Bernoussi,1393
2013-12-29,Chabab Houara,1374
2013-12-29,Racing Casablanca,1375
2013-12-29,USM Union sportive Musilman Oujda,1353
2013-12-29,Ittihad Tanger,1378
2013-12-29,USM Ait Melloul,1414
2013-12-29,CODM Meknes,1437
2014-01-02,Hassania Union Sport Agadir,1554
2014-01-02,Chabab Rif Al Hoceima,1492
2014-01-02,Raja Club Athletic,1677
2014-01-02,Kawkab Athletic Club Marrakech,1585
2014-01-04,Racing Casablanca,1369
2014-01-04,Chabab Atlas Khenifra,1406
2014-01-05,CODM Meknes,1436
2014-01-05,Youssoufia Berrechid,1394
2014-01-05,Ittihad Tanger,1382
2014-01-05,Itihad Zemmouri de Khemisset,1419
2014-01-05,Mouloudia Oujda,1417
2014-01-05,Chabab Houara,1371
2014-01-05,USM Mohammedia,1405
2014-01-05,Raja de Beni Mellal,1393
2014-01-05,Rachad Bernoussi,1392
2014-01-05,USM Union sportive Musilman Oujda,1354
2014-01-05,Chabab Kasba Tadla,1396
2014-01-05,USM Ait Melloul,1411
2014-01-05,US Temara,1389
2014-01-05,Jeunesse Sportive El Massira,1388
2014-01-12,Itihad Zemmouri de Khemisset,1422
2014-01-12,Rachad Bernoussi,1389
2014-01-12,Jeunesse Sportive El Massira,1387
2014-01-12,USM Mohammedia,1406
2014-01-12,Raja de Beni Mellal,1396
2014-01-12,Racing Casablanca,1366
2014-01-12,Youssoufia Berrechid,1393
2014-01-12,Chabab Kasba Tadla,1397
2014-01-12,Chabab Houara,1370
2014-01-12,Ittihad Tanger,1383
2014-01-12,USM Union sportive Musilman Oujda,1354
2014-01-12,CODM Meknes,1436
2014-01-12,Chabab Atlas Khenifra,1413
2014-01-12,Mouloudia Oujda,1411
2014-01-12,USM Ait Melloul,1410
2014-01-12,US Temara,1390
2014-02-01,Fath Union Sport de Rabat,1607
2014-02-01,Raja Club Athletic,1664
2014-02-08,Renaissance de Berkane,1554
2014-02-08,Olympique Club de Safi,1502
2014-02-08,Wydad de Fes,1412
2014-02-08,Fath Union Sport de Rabat,1617
2014-02-08,Chabab Kasba Tadla,1391
2014-02-08,Itihad Zemmouri de Khemisset,1427
2014-02-09,AS Sale,1432
2014-02-09,Kawkab Athletic Club Marrakech,1607
2014-02-09,Kenitra AC,1493
2014-02-09,Wydad Athletic Club,1623
2014-02-09,Chabab Rif Al Hoceima,1511
2014-02-09,Moghreb Tetouan,1669
2014-02-09,CODM Meknes,1438
2014-02-09,Chabab Houara,1368
2014-02-09,Ittihad Tanger,1382
2014-02-09,Raja de Beni Mellal,1397
2014-02-09,Mouloudia Oujda,1414
2014-02-09,Jeunesse Sportive El Massira,1384
2014-02-09,Rachad Bernoussi,1388
2014-02-09,Chabab Atlas Khenifra,1414
2014-02-09,Racing Casablanca,1373
2014-02-09,USM Mohammedia,1399
2014-02-09,USM Ait Melloul,1408
2014-02-09,USM Union sportive Musilman Oujda,1356
2014-02-09,US Temara,1389
2014-02-09,Youssoufia Berrechid,1394
2014-02-15,Maghreb de Fes,1488
2014-02-15,Wydad de Fes,1419
2014-02-15,Hassania Union Sport Agadir,1567
2014-02-15,Wydad Athletic Club,1610
2014-02-15,Itihad Zemmouri de Khemisset,1430
2014-02-15,USM Ait Melloul,1405
2014-02-15,Chabab Atlas Khenifra,1413
2014-02-15,CODM Meknes,1439
2014-02-16,Olympique Club de Safi,1484
2014-02-16,Chabab Rif Al Hoceima,1529
2014-02-16,Fath Union Sport de Rabat,1621
2014-02-16,AS Sale,1428
2014-02-16,Olympique Club De Khouribga,1487
2014-02-16,Renaissance de Berkane,1541
2014-02-16,Racing Casablanca,1376
2014-02-16,US Temara,1386
2014-02-16,Jeunesse Sportive El Massira,1387
2014-02-16,Ittihad Tanger,1379
2014-02-16,USM Mohammedia,1402
2014-02-16,Mouloudia Oujda,1411
2014-02-16,Raja de Beni Mellal,1396
2014-02-16,Rachad Bernoussi,1389
2014-02-16,Chabab Houara,1373
2014-02-16,Chabab Kasba Tadla,1386
2014-02-16,USM Union sportive Musilman Oujda,1360
2014-02-16,Youssoufia Berrechid,1390
2014-02-19,Raja Club Athletic,1669
2014-02-19,Maghreb de Fes,1484
2014-02-21,Wydad de Fes,1411
2014-02-21,Moghreb Tetouan,1677
2014-02-22,Chabab Rif Al Hoceima,1538
2014-02-22,Olympique Club De Khouribga,1479
2014-02-22,Wydad Athletic Club,1606
2014-02-22,Kawkab Athletic Club Marrakech,1611
2014-02-22,Kenitra AC,1492
2014-02-22,Hassania Union Sport Agadir,1568
2014-02-22,CODM Meknes,1438
2014-02-22,Raja de Beni Mellal,1397
2014-02-22,Mouloudia Oujda,1410
2014-02-22,Racing Casablanca,1377
2014-02-22,Rachad Bernoussi,1383
2014-02-22,Jeunesse Sportive El Massira,1393
2014-02-23,AS Sale,1441
2014-02-23,Maghreb de Fes,1472
2014-02-23,Difaa Hassani El Jadidi,1584
2014-02-23,Fath Union Sport de Rabat,1609
2014-02-23,Renaissance de Berkane,1542
2014-02-23,Raja Club Athletic,1668
2014-02-23,FAR Rabat,1602
2014-02-23,Olympique Club de Safi,1478
2014-02-23,Ittihad Tanger,1382
2014-02-23,USM Mohammedia,1399
2014-02-23,Youssoufia Berrechid,1390
2014-02-23,Itihad Zemmouri de Khemisset,1430
2014-02-23,USM Ait Melloul,1399
2014-02-23,Chabab Houara,1379
2014-02-23,Chabab Kasba Tadla,1385
2014-02-23,Chabab Atlas Khenifra,1414
2014-02-23,US Temara,1376
2014-02-23,USM Union sportive Musilman Oujda,1369
2014-03-01,Kawkab Athletic Club Marrakech,1624
2014-03-01,Hassania Union Sport Agadir,1555
2014-03-01,Moghreb Tetouan,1680
2014-03-01,AS Sale,1438
2014-03-01,Mouloudia Oujda,1409
2014-03-01,US Temara,1377
2014-03-01,Jeunesse Sportive El Massira,1388
2014-03-01,CODM Meknes,1443
2014-03-02,Renaissance de Berkane,1536
2014-03-02,Kenitra AC,1497
2014-03-02,Olympique Club de Safi,1457
2014-03-02,Wydad de Fes,1431
2014-03-02,Fath Union Sport de Rabat,1605
2014-03-02,Wydad Athletic Club,1610
2014-03-02,Olympique Club De Khouribga,1465
2014-03-02,FAR Rabat,1615
2014-03-02,Itihad Zemmouri de Khemisset,1434
2014-03-02,USM Union sportive Musilman Oujda,1365
2014-03-02,USM Mohammedia,1393
2014-03-02,Rachad Bernoussi,1389
2014-03-02,Raja de Beni Mellal,1396
2014-03-02,Chabab Kasba Tadla,1386
2014-03-02,Racing Casablanca,1366
2014-03-02,Ittihad Tanger,1393
2014-03-02,Chabab Houara,1373
2014-03-02,Youssoufia Berrechid,1396
2014-03-02,Chabab Atlas Khenifra,1417
2014-03-02,USM Ait Melloul,1396
2014-03-07,Wydad de Fes,1414
2014-03-07,Olympique Club De Khouribga,1482
2014-03-08,Kenitra AC,1498
2014-03-08,Kawkab Athletic Club Marrakech,1623
2014-03-08,Hassania Union Sport Agadir,1567
2014-03-08,Fath Union Sport de Rabat,1593
2014-03-08,CODM Meknes,1448
2014-03-08,USM Mohammedia,1388
2014-03-08,US Temara,1368
2014-03-08,Itihad Zemmouri de Khemisset,1443
2014-03-09,AS Sale,1435
2014-03-09,Olympique Club de Safi,1460
2014-03-09,Chabab Rif Al Hoceima,1548
2014-03-09,Renaissance de Berkane,1526
2014-03-09,Ittihad Tanger,1398
2014-03-09,Mouloudia Oujda,1404
2014-03-09,Rachad Bernoussi,1392
2014-03-09,Racing Casablanca,1363
2014-03-09,Youssoufia Berrechid,1399
2014-03-09,Chabab Atlas Khenifra,1414
2014-03-09,USM Union sportive Musilman Oujda,1359
2014-03-09,Chabab Houara,1379
2014-03-09,USM Ait Melloul,1395
2014-03-09,Raja de Beni Mellal,1397
2014-03-09,Chabab Kasba Tadla,1385
2014-03-09,Jeunesse Sportive El Massira,1389
2014-03-12,Difaa Hassani El Jadidi,1594
2014-03-12,Hassania Union Sport Agadir,1558
2014-03-12,Raja Club Athletic,1672
2014-03-12,Olympique Club De Khouribga,1478
2014-03-13,FAR Rabat,1620
2014-03-13,Maghreb de Fes,1467
2014-03-14,Moghreb Tetouan,1688
2014-03-14,Wydad Athletic Club,1603
2014-03-15,Chabab Rif Al Hoceima,1527
2014-03-15,Kenitra AC,1518
2014-03-15,Fath Union Sport de Rabat,1591
2014-03-15,Kawkab Athletic Club Marrakech,1625
2014-03-15,Mouloudia Oujda,1407
2014-03-15,Rachad Bernoussi,1389
2014-03-15,Chabab Atlas Khenifra,1416
2014-03-15,USM Union sportive Musilman Oujda,1357
2014-03-16,Renaissance de Berkane,1526
2014-03-16,FAR Rabat,1620
2014-03-16,Olympique Club De Khouribga,1473
2014-03-16,AS Sale,1440
2014-03-16,Olympique Club de Safi,1461
2014-03-16,Difaa Hassani El Jadidi,1593
2014-03-16,Raja Club Athletic,1678
2014-03-16,Wydad de Fes,1408
2014-03-16,Ittihad Tanger,1397
2014-03-16,US Temara,1369
2014-03-16,Jeunesse Sportive El Massira,1383
2014-03-16,USM Ait Melloul,1401
2014-03-16,USM Mohammedia,1391
2014-03-16,Chabab Kasba Tadla,1382
2014-03-16,Raja de Beni Mellal,1396
2014-03-16,Youssoufia Berrechid,1400
2014-03-16,Racing Casablanca,1371
2014-03-16,CODM Meknes,1440
2014-03-16,Chabab Houara,1374
2014-03-16,Itihad Zemmouri de Khemisset,1448
2014-03-17,Maghreb de Fes,1488
2014-03-17,Hassania Union Sport Agadir,1538
2014-03-19,Raja Club Athletic,1688
2014-03-19,Kenitra AC,1508
2014-03-22,FAR Rabat,1613
2014-03-22,Chabab Rif Al Hoceima,1534
2014-03-22,Wydad de Fes,1408
2014-03-22,Renaissance de Berkane,1526
2014-03-22,Wydad Athletic Club,1608
2014-03-22,Olympique Club de Safi,1456
2014-03-22,Youssoufia Berrechid,1403
2014-03-22,Jeunesse Sportive El Massira,1380
2014-03-22,Chabab Kasba Tadla,1385
2014-03-22,Racing Casablanca,1368
2014-03-22,US Temara,1374
2014-03-22,Chabab Houara,1369
2014-03-23,AS Sale,1461
2014-03-23,Raja Club Athletic,1668
2014-03-23,Kawkab Athletic Club Marrakech,1631
2014-03-23,Maghreb de Fes,1483
2014-03-23,Kenitra AC,1493
2014-03-23,Fath Union Sport de Rabat,1606
2014-03-23,Hassania Union Sport Agadir,1526
2014-03-23,Moghreb Tetouan,1700
2014-03-23,CODM Meknes,1443
2014-03-23,Mouloudia Oujda,1404
2014-03-23,Itihad Zemmouri de Khemisset,1447
2014-03-23,Chabab Atlas Khenifra,1417
2014-03-23,Rachad Bernoussi,1383
2014-03-23,Ittihad Tanger,1403
2014-03-23,USM Union sportive Musilman Oujda,1357
2014-03-23,Raja de Beni Mellal,1396
2014-03-23,USM Ait Melloul,1404
2014-03-23,USM Mohammedia,1388
2014-03-27,Raja Club Athletic,1677
2014-03-27,Chabab Rif Al Hoceima,1526
2014-03-29,Maghreb de Fes,1483
2014-03-29,Fath Union Sport de Rabat,1606
2014-03-29,Moghreb Tetouan,1712
2014-03-29,Kawkab Athletic Club Marrakech,1620
2014-03-29,Mouloudia Oujda,1403
2014-03-29,Chabab Kasba Tadla,1386
2014-03-29,Raja de Beni Mellal,1396
2014-03-29,Itihad Zemmouri de Khemisset,1447
2014-03-29,Racing Casablanca,1374
2014-03-29,USM Ait Melloul,1398
2014-03-30,FAR Rabat,1605
2014-03-30,Kenitra AC,1501
2014-03-30,Renaissance de Berkane,1520
2014-03-30,AS Sale,1467
2014-03-30,Olympique Club de Safi,1469
2014-03-30,Hassania Union Sport Agadir,1513
2014-03-30,Olympique Club De Khouribga,1453
2014-03-30,Wydad Athletic Club,1626
2014-03-30,Jeunesse Sportive El Massira,1374
2014-03-30,USM Union sportive Musilman Oujda,1363
2014-03-30,Ittihad Tanger,1403
2014-03-30,CODM Meknes,1443
2014-03-30,USM Mohammedia,1387
2014-03-30,Youssoufia Berrechid,1404
2014-03-30,Rachad Bernoussi,1377
2014-03-30,US Temara,1380
2014-03-30,Chabab Atlas Khenifra,1419
2014-03-30,Chabab Houara,1367
2014-04-01,Chabab Rif Al Hoceima,1518
2014-04-01,Wydad de Fes,1416
2014-04-02,Moghreb Tetouan,1704
2014-04-02,FAR Rabat,1612
2014-04-02,Kawkab Athletic Club Marrakech,1615
2014-04-02,Difaa Hassani El Jadidi,1598
2014-04-05,Kenitra AC,1482
2014-04-05,Maghreb de Fes,1502
2014-04-05,Hassania Union Sport Agadir,1492
2014-04-05,Olympique Club De Khouribga,1473
2014-04-06,Difaa Hassani El Jadidi,1591
2014-04-06,Renaissance de Berkane,1526
2014-04-06,AS Sale,1479
2014-04-06,Chabab Rif Al Hoceima,1506
2014-04-06,Wydad Athletic Club,1601
2014-04-06,Raja Club Athletic,1701
2014-04-06,Fath Union Sport de Rabat,1620
2014-04-06,Moghreb Tetouan,1690
2014-04-06,CODM Meknes,1441
2014-04-06,Rachad Bernoussi,1379
2014-04-06,Itihad Zemmouri de Khemisset,1451
2014-04-06,Jeunesse Sportive El Massira,1370
2014-04-06,Youssoufia Berrechid,1398
2014-04-06,Racing Casablanca,1380
2014-04-06,Chabab Houara,1372
2014-04-06,Raja de Beni Mellal,1391
2014-04-06,USM Union sportive Musilman Oujda,1357
2014-04-06,USM Mohammedia,1392
2014-04-06,USM Ait Melloul,1397
2014-04-06,Mouloudia Oujda,1404
2014-04-06,Chabab Kasba Tadla,1385
2014-04-06,Ittihad Tanger,1404
2014-04-06,US Temara,1380
2014-04-06,Chabab Atlas Khenifra,1419
2014-04-07,Wydad de Fes,1420
2014-04-07,FAR Rabat,1609
2014-04-07,Kawkab Athletic Club Marrakech,1606
2014-04-07,Olympique Club de Safi,1477
2014-04-09,Maghreb de Fes,1502
2014-04-09,Difaa Hassani El Jadidi,1591
2014-04-12,FAR Rabat,1615
2014-04-12,AS Sale,1473
2014-04-12,Renaissance de Berkane,1550
2014-04-12,Wydad Athletic Club,1579
2014-04-12,Raja Club Athletic,1707
2014-04-12,Hassania Union Sport Agadir,1486
2014-04-12,CODM Meknes,1443
2014-04-12,US Temara,1378
2014-04-12,Ittihad Tanger,1407
2014-04-12,USM Ait Melloul,1394
2014-04-12,Jeunesse Sportive El Massira,1369
2014-04-12,Chabab Houara,1373
2014-04-12,USM Mohammedia,1392
2014-04-12,Itihad Zemmouri de Khemisset,1451
2014-04-12,Rachad Bernoussi,1378
