date,team,rating
2007-10-27,RSS Renaissance Settat,1364
2007-10-28,Olympique Club De Khouribga,1657
2007-10-28,Jeunesse Sportive El Massira,1523
2007-10-28,Itihad Zemmouri de Khemisset,1536
2007-10-28,Moghreb Tetouan,1560
2007-10-28,FAR Rabat,1674
2007-10-28,Mouloudia Oujda,1463
2007-10-28,Chabab Houara,1421
2007-10-28,Racing Casablanca,1401
2007-10-28,Tihad Casablanca,1394
2007-10-28,HAN Hilal Nador,1370
2007-10-28,UTS Union Touarga Sport Rabat,1351
2007-10-28,Youssoufia Berrechid,1408
2007-10-28,Chabab Mohammedia,1410
2007-10-28,US Temara,1411
2007-10-28,Union Sidi Kacem,1399
2007-10-28,Ittihad Tanger,1429
2007-11-04,Raja Club Athletic,1537
2007-11-04,Itihad Zemmouri de Khemisset,1540
2007-11-09,Kawkab Athletic Club Marrakech,1517
2007-11-09,Kenitra AC,1488
2007-11-10,Raja Club Athletic,1538
2007-11-10,FAR Rabat,1673
2007-11-10,Mouloudia Oujda,1473
2007-11-10,Maghreb de Fes,1441
2007-11-10,Jeunesse Sportive El Massira,1505
2007-11-10,Itihad Zemmouri de Khemisset,1557
2007-11-10,Ittihad Tanger,1428
2007-11-10,Rachad Bernoussi,1408
2007-11-10,RSS Renaissance Settat,1367
2007-11-10,AS Sale,1375
2007-11-10,Youssoufia Berrechid,1407
2007-11-10,Tihad Casablanca,1395
2007-11-10,Racing Casablanca,1395
2007-11-10,Chabab Mohammedia,1416
2007-11-11,CODM Meknes,1423
2007-11-11,Wydad Athletic Club,1614
2007-11-11,Fath Union Sport de Rabat,1425
2007-11-11,Olympique Club De Khouribga,1666
2007-11-11,Difaa Hassani El Jadidi,1574
2007-11-11,Hassania Union Sport Agadir,1490
2007-11-11,Moghreb Tetouan,1566
2007-11-11,Olympique Club de Safi,1445
2007-11-11,US Temara,1413
2007-11-11,UTS Union Touarga Sport Rabat,1349
2007-11-11,HAN Hilal Nador,1373
2007-11-11,CWW Wafaa Wydad Casablanca,1349
2007-11-11,USM Mohammedia,1386
2007-11-11,Chabab Houara,1421
2007-11-11,Chabab Rif Al Hoceima,1392
2007-11-11,Union Sidi Kacem,1396
2007-11-16,FAR Rabat,1679
2007-11-16,Moghreb Tetouan,1560
2007-11-17,Kenitra AC,1482
2007-11-17,CODM Meknes,1429
2007-11-17,Olympique Club De Khouribga,1658
2007-11-17,Itihad Zemmouri de Khemisset,1564
2007-11-17,CWW Wafaa Wydad Casablanca,1353
2007-11-17,Youssoufia Berrechid,1403
2007-11-17,Rachad Bernoussi,1402
2007-11-17,Chabab Rif Al Hoceima,1398
2007-11-17,UTS Union Touarga Sport Rabat,1353
2007-11-17,Racing Casablanca,1391
2007-11-18,Wydad Athletic Club,1624
2007-11-18,Mouloudia Oujda,1463
2007-11-18,Olympique Club de Safi,1444
2007-11-18,Jeunesse Sportive El Massira,1506
2007-11-18,Fath Union Sport de Rabat,1413
2007-11-18,Difaa Hassani El Jadidi,1586
2007-11-18,Hassania Union Sport Agadir,1512
2007-11-18,Kawkab Athletic Club Marrakech,1497
2007-11-18,USM Mohammedia,1386
2007-11-18,Ittihad Tanger,1428
2007-11-18,AS Sale,1378
2007-11-18,HAN Hilal Nador,1370
2007-11-18,Chabab Houara,1424
2007-11-18,Chabab Mohammedia,1413
2007-11-18,Tihad Casablanca,1394
2007-11-18,US Temara,1414
2007-11-18,Union Sidi Kacem,1395
2007-11-18,RSS Renaissance Settat,1368
2007-11-23,Kawkab Athletic Club Marrakech,1490
2007-11-23,Fath Union Sport de Rabat,1420
2007-11-23,Moghreb Tetouan,1537
2007-11-23,Maghreb de Fes,1463
2007-11-24,CODM Meknes,1414
2007-11-24,Hassania Union Sport Agadir,1527
2007-11-24,Itihad Zemmouri de Khemisset,1570
2007-11-24,Olympique Club de Safi,1438
2007-11-24,Mouloudia Oujda,1474
2007-11-24,Kenitra AC,1471
2007-11-24,Raja Club Athletic,1559
2007-11-24,Wydad Athletic Club,1604
2007-11-24,Difaa Hassani El Jadidi,1585
2007-11-24,Olympique Club De Khouribga,1659
2007-11-24,Youssoufia Berrechid,1402
2007-11-24,AS Sale,1379
2007-11-24,Ittihad Tanger,1422
2007-11-24,Chabab Houara,1430
2007-11-24,US Temara,1412
2007-11-24,CWW Wafaa Wydad Casablanca,1355
2007-11-24,Chabab Rif Al Hoceima,1397
2007-11-24,USM Mohammedia,1387
2007-11-24,Racing Casablanca,1390
2007-11-24,Tihad Casablanca,1395
2007-11-24,HAN Hilal Nador,1369
2007-11-24,Union Sidi Kacem,1396
2007-11-24,Chabab Mohammedia,1411
2007-11-24,UTS Union Touarga Sport Rabat,1355
2007-11-24,RSS Renaissance Settat,1368
2007-11-24,Rachad Bernoussi,1402
2007-11-30,Difaa Hassani El Jadidi,1592
2007-11-30,Kawkab Athletic Club Marrakech,1483
2007-12-01,Maghreb de Fes,1461
2007-12-01,Jeunesse Sportive El Massira,1508
2007-12-01,Olympique Club De Khouribga,1663
2007-12-01,Olympique Club de Safi,1434
2007-12-01,Fath Union Sport de Rabat,1416
2007-12-01,CODM Meknes,1418
2007-12-01,CWW Wafaa Wydad Casablanca,1355
2007-12-01,Racing Casablanca,1390
2007-12-01,Rachad Bernoussi,1407
2007-12-01,HAN Hilal Nador,1364
2007-12-01,Tihad Casablanca,1398
2007-12-01,Chabab Mohammedia,1408
2007-12-02,Hassania Union Sport Agadir,1535
2007-12-02,Mouloudia Oujda,1466
2007-12-02,Kenitra AC,1485
2007-12-02,Raja Club Athletic,1546
2007-12-02,FAR Rabat,1685
2007-12-02,Itihad Zemmouri de Khemisset,1564
2007-12-02,Wydad Athletic Club,1598
2007-12-02,Moghreb Tetouan,1543
2007-12-02,Union Sidi Kacem,1395
2007-12-02,Youssoufia Berrechid,1403
2007-12-02,Chabab Houara,1432
2007-12-02,UTS Union Touarga Sport Rabat,1353
2007-12-02,AS Sale,1379
2007-12-02,US Temara,1412
2007-12-02,Ittihad Tanger,1421
2007-12-02,Chabab Rif Al Hoceima,1398
2007-12-02,USM Mohammedia,1386
2007-12-02,RSS Renaissance Settat,1369
2007-12-05,Olympique Club de Safi,1420
2007-12-05,Raja Club Athletic,1559
2007-12-07,Moghreb Tetouan,1522
2007-12-07,Kenitra AC,1505
2007-12-08,Mouloudia Oujda,1460
2007-12-08,Fath Union Sport de Rabat,1421
2007-12-08,Jeunesse Sportive El Massira,1508
2007-12-08,Wydad Athletic Club,1598
2007-12-08,Olympique Club de Safi,1426
2007-12-08,FAR Rabat,1679
2007-12-08,RSS Renaissance Settat,1369
2007-12-08,Ittihad Tanger,1421
2007-12-08,US Temara,1411
2007-12-08,Union Sidi Kacem,1396
2007-12-08,Racing Casablanca,1389
2007-12-08,AS Sale,1380
2007-12-08,Youssoufia Berrechid,1402
2007-12-08,Rachad Bernoussi,1408
2007-12-09,Itihad Zemmouri de Khemisset,1571
2007-12-09,Maghreb de Fes,1455
2007-12-09,Kawkab Athletic Club Marrakech,1486
2007-12-09,Olympique Club De Khouribga,1660
2007-12-09,Raja Club Athletic,1568
2007-12-09,Hassania Union Sport Agadir,1526
2007-12-09,CODM Meknes,1407
2007-12-09,Difaa Hassani El Jadidi,1603
2007-12-09,UTS Union Touarga Sport Rabat,1359
2007-12-09,Tihad Casablanca,1392
2007-12-09,Chabab Rif Al Hoceima,1398
2007-12-09,Chabab Houara,1432
2007-12-09,Chabab Mohammedia,1401
2007-12-09,CWW Wafaa Wydad Casablanca,1361
2007-12-09,HAN Hilal Nador,1358
2007-12-09,USM Mohammedia,1392
2007-12-12,Jeunesse Sportive El Massira,1511
2007-12-12,FAR Rabat,1677
2007-12-14,Maghreb de Fes,1450
2007-12-14,Olympique Club de Safi,1431
2007-12-15,Kawkab Athletic Club Marrakech,1493
2007-12-15,CODM Meknes,1400
2007-12-15,Difaa Hassani El Jadidi,1611
2007-12-15,Mouloudia Oujda,1452
2007-12-15,AS Sale,1379
2007-12-15,Chabab Mohammedia,1402
2007-12-15,CWW Wafaa Wydad Casablanca,1364
2007-12-15,UTS Union Touarga Sport Rabat,1356
2007-12-16,Olympique Club De Khouribga,1677
2007-12-16,FAR Rabat,1661
2007-12-16,Kenitra AC,1487
2007-12-16,Jeunesse Sportive El Massira,1529
2007-12-16,Wydad Athletic Club,1568
2007-12-16,Itihad Zemmouri de Khemisset,1599
2007-12-16,Hassania Union Sport Agadir,1536
2007-12-16,Moghreb Tetouan,1512
2007-12-16,Chabab Houara,1435
2007-12-16,Tihad Casablanca,1389
2007-12-16,Ittihad Tanger,1423
2007-12-16,HAN Hilal Nador,1356
2007-12-16,Rachad Bernoussi,1411
2007-12-16,US Temara,1408
2007-12-16,Chabab Rif Al Hoceima,1401
2007-12-16,RSS Renaissance Settat,1366
2007-12-16,USM Mohammedia,1391
2007-12-16,Youssoufia Berrechid,1403
2007-12-16,Union Sidi Kacem,1395
2007-12-16,Racing Casablanca,1390
2007-12-19,Difaa Hassani El Jadidi,1620
2007-12-19,Wydad Athletic Club,1560
2007-12-19,Maghreb de Fes,1436
2007-12-19,Raja Club Athletic,1581
2007-12-28,FAR Rabat,1665
2007-12-28,Maghreb de Fes,1433
2007-12-29,Mouloudia Oujda,1426
2007-12-29,Kawkab Athletic Club Marrakech,1517
2007-12-29,Jeunesse Sportive El Massira,1526
2007-12-29,Hassania Union Sport Agadir,1539
2007-12-29,Moghreb Tetouan,1505
2007-12-29,Fath Union Sport de Rabat,1428
2007-12-29,US Temara,1411
2007-12-29,USM Mohammedia,1388
2007-12-29,RSS Renaissance Settat,1373
2007-12-29,Chabab Houara,1428
2007-12-29,Youssoufia Berrechid,1408
2007-12-29,Ittihad Tanger,1418
2007-12-29,UTS Union Touarga Sport Rabat,1346
2007-12-29,AS Sale,1389
2007-12-29,Racing Casablanca,1389
2007-12-29,Rachad Bernoussi,1412
2007-12-29,Tihad Casablanca,1388
2007-12-29,CWW Wafaa Wydad Casablanca,1365
2007-12-30,Raja Club Athletic,1593
2007-12-30,Difaa Hassani El Jadidi,1609
2007-12-30,Itihad Zemmouri de Khemisset,1591
2007-12-30,Kenitra AC,1494
2007-12-30,CODM Meknes,1422
2007-12-30,Olympique Club De Khouribga,1656
2007-12-30,Olympique Club de Safi,1447
2007-12-30,Wydad Athletic Club,1545
2007-12-30,HAN Hilal Nador,1356
2007-12-30,Chabab Rif Al Hoceima,1401
2007-12-30,Chabab Mohammedia,1401
2007-12-30,Union Sidi Kacem,1396
2008-01-04,Hassania Union Sport Agadir,1551
2008-01-04,Itihad Zemmouri de Khemisset,1579
2008-01-05,Wydad Athletic Club,1545
2008-01-05,FAR Rabat,1665
2008-01-05,Kawkab Athletic Club Marrakech,1530
2008-01-05,Raja Club Athletic,1580
2008-01-05,Kenitra AC,1503
2008-01-05,Olympique Club de Safi,1439
2008-01-05,Fath Union Sport de Rabat,1406
2008-01-05,Jeunesse Sportive El Massira,1547
2008-01-05,AS Sale,1392
2008-01-05,Tihad Casablanca,1385
2008-01-05,RSS Renaissance Settat,1376
2008-01-05,HAN Hilal Nador,1353
2008-01-05,Rachad Bernoussi,1406
2008-01-05,Chabab Mohammedia,1407
2008-01-06,Olympique Club De Khouribga,1662
2008-01-06,Maghreb de Fes,1428
2008-01-06,Difaa Hassani El Jadidi,1602
2008-01-06,Moghreb Tetouan,1512
2008-01-06,CODM Meknes,1438
2008-01-06,Mouloudia Oujda,1411
2008-01-06,Chabab Rif Al Hoceima,1400
2008-01-06,Youssoufia Berrechid,1409
2008-01-06,Ittihad Tanger,1417
2008-01-06,US Temara,1412
2008-01-06,USM Mohammedia,1391
2008-01-06,Racing Casablanca,1386
2008-01-06,Union Sidi Kacem,1401
2008-01-06,UTS Union Touarga Sport Rabat,1341
2008-01-06,Chabab Houara,1421
2008-01-06,CWW Wafaa Wydad Casablanca,1372
2008-01-09,Wydad Athletic Club,1541
2008-01-09,Kawkab Athletic Club Marrakech,1534
2008-01-09,Fath Union Sport de Rabat,1395
2008-01-09,Raja Club Athletic,1591
2008-01-11,Olympique Club de Safi,1439
2008-01-11,Hassania Union Sport Agadir,1551
2008-01-12,Olympique Club De Khouribga,1667
2008-01-12,Mouloudia Oujda,1406
2008-01-12,Jeunesse Sportive El Massira,1546
2008-01-12,Difaa Hassani El Jadidi,1603
2008-01-12,Youssoufia Berrechid,1408
2008-01-12,RSS Renaissance Settat,1377
2008-01-12,US Temara,1415
2008-01-12,Chabab Rif Al Hoceima,1397
2008-01-12,Racing Casablanca,1386
2008-01-12,Ittihad Tanger,1417
2008-01-12,CWW Wafaa Wydad Casablanca,1375
2008-01-12,AS Sale,1389
2008-01-13,Maghreb de Fes,1403
2008-01-13,Wydad Athletic Club,1564
2008-01-13,Itihad Zemmouri de Khemisset,1554
2008-01-13,Fath Union Sport de Rabat,1419
2008-01-13,Moghreb Tetouan,1523
2008-01-13,Kawkab Athletic Club Marrakech,1523
2008-01-13,Raja Club Athletic,1599
2008-01-13,CODM Meknes,1430
2008-01-13,FAR Rabat,1673
2008-01-13,Kenitra AC,1496
2008-01-13,Chabab Mohammedia,1406
2008-01-13,USM Mohammedia,1392
2008-01-13,Chabab Houara,1425
2008-01-13,HAN Hilal Nador,1349
2008-01-13,UTS Union Touarga Sport Rabat,1336
2008-01-13,Rachad Bernoussi,1411
2008-01-13,Tihad Casablanca,1388
2008-01-13,Union Sidi Kacem,1398
2008-01-18,CODM Meknes,1430
2008-01-18,Moghreb Tetouan,1523
2008-01-19,Kawkab Athletic Club Marrakech,1505
2008-01-19,Jeunesse Sportive El Massira,1563
2008-01-19,Kenitra AC,1474
2008-01-19,Maghreb de Fes,1424
2008-01-19,Fath Union Sport de Rabat,1401
2008-01-19,Olympique Club de Safi,1456
2008-01-19,Hassania Union Sport Agadir,1530
2008-01-19,FAR Rabat,1692
2008-01-19,RSS Renaissance Settat,1377
2008-01-19,US Temara,1415
2008-01-19,Rachad Bernoussi,1410
2008-01-19,Tihad Casablanca,1389
2008-01-20,Wydad Athletic Club,1564
2008-01-20,Olympique Club De Khouribga,1667
2008-01-20,Mouloudia Oujda,1409
2008-01-20,Raja Club Athletic,1596
2008-01-20,Difaa Hassani El Jadidi,1567
2008-01-20,Itihad Zemmouri de Khemisset,1588
2008-01-20,Ittihad Tanger,1408
2008-01-20,Chabab Mohammedia,1415
2008-01-20,USM Mohammedia,1390
2008-01-20,UTS Union Touarga Sport Rabat,1338
2008-01-20,Union Sidi Kacem,1392
2008-01-20,CWW Wafaa Wydad Casablanca,1381
2008-01-20,AS Sale,1396
2008-01-20,Chabab Houara,1419
2008-01-20,Chabab Rif Al Hoceima,1400
2008-01-20,Racing Casablanca,1383
2008-01-20,HAN Hilal Nador,1344
2008-01-20,Youssoufia Berrechid,1413
2008-01-26,Hassania Union Sport Agadir,1523
2008-01-26,Maghreb de Fes,1431
2008-01-26,Kawkab Athletic Club Marrakech,1478
2008-01-26,Itihad Zemmouri de Khemisset,1613
2008-01-26,Kenitra AC,1459
2008-01-26,Wydad Athletic Club,1578
2008-01-26,Difaa Hassani El Jadidi,1577
2008-01-26,Olympique Club de Safi,1447
2008-01-26,Rachad Bernoussi,1400
2008-01-26,CWW Wafaa Wydad Casablanca,1390
2008-01-26,Youssoufia Berrechid,1412
2008-01-26,Chabab Houara,1420
2008-01-26,RSS Renaissance Settat,1371
2008-01-26,Racing Casablanca,1389
2008-01-27,Fath Union Sport de Rabat,1394
2008-01-27,FAR Rabat,1699
2008-01-27,Raja Club Athletic,1595
2008-01-27,Olympique Club De Khouribga,1668
2008-01-27,CODM Meknes,1431
2008-01-27,Jeunesse Sportive El Massira,1562
2008-01-27,Mouloudia Oujda,1384
2008-01-27,Moghreb Tetouan,1546
2008-01-27,Union Sidi Kacem,1386
2008-01-27,AS Sale,1402
2008-01-27,HAN Hilal Nador,1348
2008-01-27,US Temara,1411
2008-01-27,Chabab Rif Al Hoceima,1399
2008-01-27,Chabab Mohammedia,1416
2008-01-27,USM Mohammedia,1389
2008-01-27,Tihad Casablanca,1390
2008-01-27,Ittihad Tanger,1410
2008-01-27,UTS Union Touarga Sport Rabat,1336
2008-02-01,FAR Rabat,1676
2008-02-01,Difaa Hassani El Jadidi,1599
2008-02-02,Maghreb de Fes,1426
2008-02-02,Fath Union Sport de Rabat,1399
2008-02-02,Olympique Club de Safi,1445
2008-02-02,Kawkab Athletic Club Marrakech,1480
2008-02-03,Wydad Athletic Club,1572
2008-02-03,Hassania Union Sport Agadir,1529
2008-02-03,Olympique Club De Khouribga,1674
2008-02-03,Kenitra AC,1453
2008-02-03,Jeunesse Sportive El Massira,1553
2008-02-03,Mouloudia Oujda,1393
2008-02-03,Moghreb Tetouan,1544
2008-02-03,Raja Club Athletic,1597
2008-02-03,Itihad Zemmouri de Khemisset,1621
2008-02-03,CODM Meknes,1423
2008-02-08,Difaa Hassani El Jadidi,1590
2008-02-08,Maghreb de Fes,1435
2008-02-09,Kawkab Athletic Club Marrakech,1484
2008-02-09,FAR Rabat,1673
2008-02-09,Moghreb Tetouan,1568
2008-02-09,Olympique Club De Khouribga,1652
2008-02-09,Fath Union Sport de Rabat,1402
2008-02-09,Wydad Athletic Club,1570
2008-02-09,US Temara,1410
2008-02-09,Youssoufia Berrechid,1413
2008-02-09,CWW Wafaa Wydad Casablanca,1389
2008-02-09,USM Mohammedia,1390
2008-02-09,Tihad Casablanca,1389
2008-02-09,Ittihad Tanger,1411
2008-02-09,Racing Casablanca,1388
2008-02-09,HAN Hilal Nador,1349
2008-02-10,Raja Club Athletic,1612
2008-02-10,Jeunesse Sportive El Massira,1538
2008-02-10,Hassania Union Sport Agadir,1536
2008-02-10,Kenitra AC,1446
2008-02-10,CODM Meknes,1434
2008-02-10,Olympique Club de Safi,1434
2008-02-10,Mouloudia Oujda,1413
2008-02-10,Itihad Zemmouri de Khemisset,1602
2008-02-10,AS Sale,1401
2008-02-10,Rachad Bernoussi,1401
2008-02-10,Chabab Houara,1414
2008-02-10,Union Sidi Kacem,1392
2008-02-10,UTS Union Touarga Sport Rabat,1342
2008-02-10,Chabab Rif Al Hoceima,1393
2008-02-10,Chabab Mohammedia,1419
2008-02-10,RSS Renaissance Settat,1369
2008-02-16,Itihad Zemmouri de Khemisset,1613
2008-02-16,Raja Club Athletic,1602
2008-02-16,Rachad Bernoussi,1400
2008-02-16,Union Sidi Kacem,1393
2008-02-16,RSS Renaissance Settat,1372
2008-02-16,UTS Union Touarga Sport Rabat,1339
2008-02-16,Youssoufia Berrechid,1416
2008-02-16,Racing Casablanca,1385
2008-02-16,US Temara,1409
2008-02-16,Chabab Houara,1415
2008-02-17,Kenitra AC,1441
2008-02-17,Fath Union Sport de Rabat,1407
2008-02-17,Jeunesse Sportive El Massira,1536
2008-02-17,Moghreb Tetouan,1570
2008-02-17,Olympique Club de Safi,1448
2008-02-17,Mouloudia Oujda,1399
2008-02-17,Maghreb de Fes,1454
2008-02-17,Kawkab Athletic Club Marrakech,1466
2008-02-17,Ittihad Tanger,1405
2008-02-17,CWW Wafaa Wydad Casablanca,1395
2008-02-17,HAN Hilal Nador,1349
2008-02-17,Chabab Mohammedia,1419
2008-02-17,USM Mohammedia,1389
2008-02-17,AS Sale,1402
2008-02-17,Chabab Rif Al Hoceima,1387
2008-02-17,Tihad Casablanca,1395
2008-02-20,FAR Rabat,1662
2008-02-20,CODM Meknes,1445
2008-02-22,Fath Union Sport de Rabat,1423
2008-02-22,Hassania Union Sport Agadir,1521
2008-02-23,Moghreb Tetouan,1588
2008-02-23,Itihad Zemmouri de Khemisset,1596
2008-02-23,CWW Wafaa Wydad Casablanca,1394
2008-02-23,Chabab Rif Al Hoceima,1388
2008-02-23,Tihad Casablanca,1394
2008-02-23,RSS Renaissance Settat,1373
2008-02-23,UTS Union Touarga Sport Rabat,1345
2008-02-23,HAN Hilal Nador,1343
2008-02-24,Raja Club Athletic,1593
2008-02-24,Olympique Club de Safi,1457
2008-02-24,Kawkab Athletic Club Marrakech,1481
2008-02-24,Wydad Athletic Club,1556
2008-02-24,Mouloudia Oujda,1405
2008-02-24,FAR Rabat,1656
2008-02-24,Jeunesse Sportive El Massira,1522
2008-02-24,Olympique Club De Khouribga,1665
2008-02-24,Difaa Hassani El Jadidi,1581
2008-02-24,Kenitra AC,1449
2008-02-24,CODM Meknes,1427
2008-02-24,Maghreb de Fes,1472
2008-02-24,AS Sale,1396
2008-02-24,Ittihad Tanger,1411
2008-02-24,Chabab Mohammedia,1422
2008-02-24,Youssoufia Berrechid,1413
2008-02-24,Chabab Houara,1420
2008-02-24,Rachad Bernoussi,1395
2008-02-24,Racing Casablanca,1384
2008-02-24,US Temara,1410
2008-02-24,Union Sidi Kacem,1387
2008-02-24,USM Mohammedia,1395
2008-03-05,Olympique Club De Khouribga,1656
2008-03-05,Hassania Union Sport Agadir,1529
2008-03-08,Hassania Union Sport Agadir,1541
2008-03-08,Difaa Hassani El Jadidi,1569
2008-03-08,Maghreb de Fes,1480
2008-03-08,Mouloudia Oujda,1397
2008-03-08,Wydad Athletic Club,1548
2008-03-08,CODM Meknes,1435
2008-03-08,RSS Renaissance Settat,1376
2008-03-08,CWW Wafaa Wydad Casablanca,1391
2008-03-08,Youssoufia Berrechid,1417
2008-03-08,UTS Union Touarga Sport Rabat,1341
2008-03-09,Olympique Club De Khouribga,1659
2008-03-09,Fath Union Sport de Rabat,1420
2008-03-09,Itihad Zemmouri de Khemisset,1575
2008-03-09,Jeunesse Sportive El Massira,1543
2008-03-09,Kenitra AC,1447
2008-03-09,Kawkab Athletic Club Marrakech,1483
2008-03-09,Olympique Club de Safi,1458
2008-03-09,Moghreb Tetouan,1587
2008-03-09,Chabab Rif Al Hoceima,1387
2008-03-09,AS Sale,1397
2008-03-09,US Temara,1409
2008-03-09,Chabab Mohammedia,1423
2008-03-09,Ittihad Tanger,1415
2008-03-09,Union Sidi Kacem,1383
2008-03-09,Racing Casablanca,1388
2008-03-09,Chabab Houara,1416
2008-03-09,USM Mohammedia,1386
2008-03-09,Rachad Bernoussi,1404
2008-03-09,HAN Hilal Nador,1343
2008-03-09,Tihad Casablanca,1394
2008-03-12,Wydad Athletic Club,1559
2008-03-12,Difaa Hassani El Jadidi,1558
2008-03-15,CODM Meknes,1432
2008-03-15,Kenitra AC,1450
2008-03-15,Kawkab Athletic Club Marrakech,1482
2008-03-15,Hassania Union Sport Agadir,1542
2008-03-15,Mouloudia Oujda,1423
2008-03-15,Wydad Athletic Club,1535
2008-03-15,Moghreb Tetouan,1586
2008-03-15,FAR Rabat,1657
2008-03-15,AS Sale,1401
2008-03-15,RSS Renaissance Settat,1372
2008-03-15,Chabab Houara,1415
2008-03-15,USM Mohammedia,1387
2008-03-15,UTS Union Touarga Sport Rabat,1341
2008-03-15,US Temara,1409
2008-03-15,Rachad Bernoussi,1398
2008-03-15,Ittihad Tanger,1421
2008-03-15,Union Sidi Kacem,1386
2008-03-15,Chabab Rif Al Hoceima,1384
2008-03-15,CWW Wafaa Wydad Casablanca,1396
2008-03-15,HAN Hilal Nador,1338
2008-03-15,Tihad Casablanca,1393
2008-03-15,Youssoufia Berrechid,1418
2008-03-15,Chabab Mohammedia,1426
2008-03-15,Racing Casablanca,1385
2008-03-16,Itihad Zemmouri de Khemisset,1575
2008-03-16,Olympique Club De Khouribga,1659
2008-03-16,Jeunesse Sportive El Massira,1521
2008-03-16,Olympique Club de Safi,1479
2008-03-16,Raja Club Athletic,1599
2008-03-16,Maghreb de Fes,1474
2008-03-16,Difaa Hassani El Jadidi,1550
2008-03-16,Fath Union Sport de Rabat,1428
2008-03-21,FAR Rabat,1649
2008-03-21,Jeunesse Sportive El Massira,1529
2008-03-22,Maghreb de Fes,1474
2008-03-22,Moghreb Tetouan,1586
2008-03-22,Kenitra AC,1459
2008-03-22,Mouloudia Oujda,1414
2008-03-23,Wydad Athletic Club,1519
2008-03-23,Raja Club Athletic,1614
2008-03-23,Hassania Union Sport Agadir,1552
2008-03-23,CODM Meknes,1423
2008-03-23,Fath Union Sport de Rabat,1427
2008-03-23,Kawkab Athletic Club Marrakech,1483
2008-03-23,Olympique Club de Safi,1464
2008-03-23,Itihad Zemmouri de Khemisset,1589
2008-03-23,Chabab Rif Al Hoceima,1387
2008-03-23,Rachad Bernoussi,1395
2008-03-23,HAN Hilal Nador,1329
2008-03-23,AS Sale,1410
2008-03-23,Ittihad Tanger,1420
2008-03-23,USM Mohammedia,1388
2008-03-23,RSS Renaissance Settat,1371
2008-03-23,Union Sidi Kacem,1387
2008-03-23,Youssoufia Berrechid,1421
2008-03-23,CWW Wafaa Wydad Casablanca,1393
2008-03-23,US Temara,1408
2008-03-23,Tihad Casablanca,1394
2008-03-23,Racing Casablanca,1384
2008-03-23,UTS Union Touarga Sport Rabat,1342
2008-03-23,Chabab Mohammedia,1429
2008-03-23,Chabab Houara,1412
2008-03-28,Kawkab Athletic Club Marrakech,1482
2008-03-28,Difaa Hassani El Jadidi,1551
2008-03-29,CODM Meknes,1419
2008-03-29,Fath Union Sport de Rabat,1430
2008-03-29,Rachad Bernoussi,1394
2008-03-29,RSS Renaissance Settat,1372
2008-03-29,Chabab Houara,1411
2008-03-29,Ittihad Tanger,1421
2008-03-29,USM Mohammedia,1387
2008-03-29,Chabab Rif Al Hoceima,1388
2008-03-29,Union Sidi Kacem,1392
2008-03-29,HAN Hilal Nador,1324
2008-03-29,AS Sale,1413
2008-03-29,Youssoufia Berrechid,1418
2008-03-29,CWW Wafaa Wydad Casablanca,1384
2008-03-29,US Temara,1417
2008-03-29,Tihad Casablanca,1399
2008-03-29,Racing Casablanca,1379
2008-03-29,UTS Union Touarga Sport Rabat,1342
2008-03-29,Chabab Mohammedia,1429
2008-03-30,Raja Club Athletic,1605
2008-03-30,Kenitra AC,1468
2008-03-30,Mouloudia Oujda,1415
2008-03-30,Hassania Union Sport Agadir,1551
2008-03-30,Jeunesse Sportive El Massira,1523
2008-03-30,Maghreb de Fes,1480
2008-03-30,Moghreb Tetouan,1565
2008-03-30,Wydad Athletic Club,1539
2008-03-30,Itihad Zemmouri de Khemisset,1573
2008-03-30,FAR Rabat,1665
2008-03-30,Olympique Club de Safi,1483
